<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
USDJPY 1 010216 1400 114.6500000 114.6800000 114.6400000 114.6800000 0
USDJPY 1 010216 1401 114.6400000 114.7300000 114.6400000 114.6900000 0
USDJPY 1 010216 1402 114.7000000 114.7200000 114.6900000 114.7100000 0
USDJPY 1 010216 1403 114.7500000 114.7600000 114.7000000 114.7000000 0
USDJPY 1 010216 1404 114.7400000 114.7600000 114.7000000 114.7400000 0
USDJPY 1 010216 1405 114.7200000 114.8100000 114.7200000 114.7500000 0
USDJPY 1 010216 1406 114.7900000 114.8000000 114.7000000 114.8000000 0
USDJPY 1 010216 1407 114.7900000 114.8100000 114.7200000 114.8100000 0
USDJPY 1 010216 1408 114.8100000 114.8100000 114.7400000 114.8000000 0
USDJPY 1 010216 1409 114.7300000 114.7800000 114.6900000 114.7100000 0
USDJPY 1 010216 1410 114.7400000 114.7600000 114.6900000 114.7600000 0
USDJPY 1 010216 1411 114.7400000 114.7400000 114.6900000 114.6900000 0
USDJPY 1 010216 1412 114.7400000 114.7700000 114.6800000 114.7700000 0
USDJPY 1 010216 1413 114.6600000 114.7700000 114.6300000 114.7100000 0
USDJPY 1 010216 1414 114.6800000 114.6800000 114.6300000 114.6500000 0
USDJPY 1 010216 1415 114.6800000 114.7200000 114.6500000 114.7200000 0
USDJPY 1 010216 1416 114.6700000 114.7200000 114.6300000 114.6400000 0
USDJPY 1 010216 1417 114.6400000 114.7100000 114.6200000 114.6800000 0
USDJPY 1 010216 1418 114.6900000 114.7200000 114.6300000 114.6700000 0
USDJPY 1 010216 1419 114.6500000 114.7000000 114.6000000 114.6000000 0
USDJPY 1 010216 1420 114.6800000 114.7200000 114.6300000 114.6600000 0
USDJPY 1 010216 1421 114.6500000 114.7200000 114.6400000 114.7200000 0
USDJPY 1 010216 1422 114.6300000 114.7100000 114.5800000 114.7100000 0
USDJPY 1 010216 1423 114.6000000 114.6700000 114.6000000 114.6700000 0
USDJPY 1 010216 1424 114.6600000 114.6700000 114.6100000 114.6700000 0
USDJPY 1 010216 1425 114.6900000 114.7200000 114.6300000 114.6900000 0
USDJPY 1 010216 1426 114.7500000 114.7500000 114.6500000 114.6600000 0
USDJPY 1 010216 1427 114.7200000 114.7200000 114.6500000 114.6900000 0
USDJPY 1 010216 1428 114.7200000 114.7500000 114.6800000 114.7500000 0
USDJPY 1 010216 1429 114.6900000 114.7600000 114.6900000 114.7200000 0
USDJPY 1 010216 1430 114.6800000 114.8000000 114.6800000 114.7500000 0
USDJPY 1 010216 1431 114.7600000 114.8000000 114.7200000 114.7900000 0
USDJPY 1 010216 1432 114.7400000 114.8100000 114.7400000 114.7900000 0
USDJPY 1 010216 1433 114.7800000 114.8200000 114.7000000 114.7500000 0
USDJPY 1 010216 1434 114.7600000 114.8300000 114.7600000 114.7800000 0
USDJPY 1 010216 1435 114.7600000 114.8300000 114.7300000 114.8000000 0
USDJPY 1 010216 1436 114.7200000 114.7700000 114.6900000 114.7200000 0
USDJPY 1 010216 1437 114.7100000 114.7900000 114.7100000 114.7500000 0
USDJPY 1 010216 1438 114.7900000 114.7900000 114.7300000 114.7500000 0
USDJPY 1 010216 1439 114.7300000 114.7800000 114.7100000 114.7600000 0
USDJPY 1 010216 1440 114.7400000 114.7800000 114.7300000 114.7800000 0
USDJPY 1 010216 1441 114.7400000 114.8200000 114.7300000 114.7600000 0
USDJPY 1 010216 1442 114.7700000 114.8200000 114.7400000 114.7800000 0
USDJPY 1 010216 1443 114.7400000 114.8000000 114.7300000 114.8000000 0
USDJPY 1 010216 1444 114.7400000 114.8200000 114.7400000 114.8200000 0
USDJPY 1 010216 1445 114.8000000 114.8400000 114.7500000 114.8400000 0
USDJPY 1 010216 1446 114.7900000 114.8400000 114.7600000 114.8400000 0
USDJPY 1 010216 1447 114.7600000 114.8400000 114.6900000 114.6900000 0
USDJPY 1 010216 1448 114.7000000 114.8000000 114.7000000 114.7600000 0
USDJPY 1 010216 1449 114.8000000 114.8200000 114.7500000 114.8200000 0
USDJPY 1 010216 1450 114.8100000 114.8400000 114.7600000 114.7800000 0
USDJPY 1 010216 1451 114.8000000 114.8400000 114.7500000 114.8400000 0
USDJPY 1 010216 1452 114.8200000 114.8300000 114.7500000 114.8200000 0
USDJPY 1 010216 1453 114.7500000 114.8300000 114.7500000 114.8300000 0
USDJPY 1 010216 1454 114.8100000 114.8100000 114.7400000 114.8000000 0
USDJPY 1 010216 1455 114.8100000 114.8400000 114.7600000 114.8000000 0
