<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
USDJPY 1 030501 0001 118.8500000 118.9100000 118.8500000 118.9100000 0
USDJPY 1 030501 0002 118.8700000 118.9700000 118.8700000 118.9700000 0
USDJPY 1 030501 0004 118.8700000 118.9300000 118.8600000 118.9100000 0
USDJPY 1 030501 0005 118.8600000 118.9500000 118.8300000 118.9000000 0
USDJPY 1 030501 0006 118.8600000 118.9500000 118.8300000 118.9100000 0
USDJPY 1 030501 0007 118.8300000 118.9500000 118.8300000 118.9500000 0
USDJPY 1 030501 0008 118.8600000 118.9300000 118.8600000 118.9300000 0
USDJPY 1 030501 0009 118.8600000 118.9700000 118.8400000 118.9300000 0
USDJPY 1 030501 0010 118.8800000 119.0000000 118.8500000 118.9400000 0
USDJPY 1 030501 0011 118.8900000 118.9900000 118.8700000 118.9400000 0
USDJPY 1 030501 0012 118.8600000 118.9900000 118.8500000 118.9300000 0
USDJPY 1 030501 0013 118.8700000 118.9700000 118.8400000 118.9200000 0
USDJPY 1 030501 0014 118.8900000 118.9900000 118.8800000 118.9300000 0
USDJPY 1 030501 0015 118.8600000 118.9900000 118.8600000 118.9300000 0
USDJPY 1 030501 0016 118.8800000 118.9400000 118.8800000 118.9400000 0
USDJPY 1 030501 0017 118.8600000 118.9800000 118.8600000 118.9500000 0
USDJPY 1 030501 0020 118.9100000 119.0000000 118.9000000 119.0000000 0
USDJPY 1 030501 0021 118.8900000 118.9400000 118.8900000 118.9400000 0
USDJPY 1 030501 0022 118.8900000 118.9400000 118.8900000 118.9400000 0
USDJPY 1 030501 0023 118.9000000 118.9900000 118.8900000 118.9400000 0
USDJPY 1 030501 0024 118.8900000 118.9400000 118.8900000 118.9400000 0
USDJPY 1 030501 0025 118.8900000 118.9400000 118.8900000 118.9400000 0
USDJPY 1 030501 0026 118.8900000 119.0100000 118.8900000 119.0000000 0
USDJPY 1 030501 0027 118.8900000 118.9400000 118.8900000 118.9400000 0
USDJPY 1 030501 0028 118.8900000 118.9400000 118.8900000 118.9400000 0
USDJPY 1 030501 0029 118.8900000 118.9400000 118.8900000 118.9400000 0
USDJPY 1 030501 0030 118.8900000 118.9900000 118.8600000 118.9100000 0
USDJPY 1 030501 0031 118.8800000 118.9500000 118.8500000 118.9200000 0
USDJPY 1 030501 0032 118.8800000 118.9800000 118.8500000 118.9500000 0
USDJPY 1 030501 0033 118.8800000 118.9600000 118.8400000 118.8900000 0
USDJPY 1 030501 0034 118.8800000 118.9300000 118.8800000 118.9300000 0
USDJPY 1 030501 0035 118.8700000 118.9600000 118.8600000 118.9200000 0
USDJPY 1 030501 0036 118.8800000 118.9900000 118.8700000 118.9300000 0
USDJPY 1 030501 0037 118.8900000 118.9900000 118.8900000 118.9400000 0
USDJPY 1 030501 0038 118.8900000 118.9400000 118.8900000 118.9400000 0
USDJPY 1 030501 0039 118.9000000 118.9900000 118.8800000 118.9600000 0
USDJPY 1 030501 0040 118.9100000 118.9900000 118.8700000 118.9600000 0
USDJPY 1 030501 0041 118.9100000 119.0200000 118.8900000 118.9800000 0
USDJPY 1 030501 0042 118.9200000 119.0200000 118.9100000 118.9800000 0
USDJPY 1 030501 0043 118.9200000 119.0300000 118.8900000 119.0000000 0
USDJPY 1 030501 0044 118.9500000 119.0600000 118.9200000 119.0400000 0
USDJPY 1 030501 0045 118.9500000 119.0500000 118.9100000 119.0000000 0
USDJPY 1 030501 0046 118.9400000 119.0500000 118.9400000 118.9800000 0
USDJPY 1 030501 0047 118.9500000 119.0300000 118.9100000 119.0100000 0
USDJPY 1 030501 0048 118.9200000 119.0200000 118.9200000 119.0000000 0
USDJPY 1 030501 0049 118.9500000 119.0300000 118.9200000 119.0100000 0
USDJPY 1 030501 0050 118.9500000 119.0400000 118.9300000 119.0300000 0
USDJPY 1 030501 0051 118.9600000 119.0400000 118.9200000 119.0100000 0
USDJPY 1 030501 0052 118.9400000 119.0400000 118.9200000 118.9800000 0
USDJPY 1 030501 0053 118.9700000 119.0600000 118.9300000 119.0300000 0
USDJPY 1 030501 0054 118.9500000 119.0600000 118.9500000 119.0600000 0
USDJPY 1 030501 0055 118.9700000 119.0200000 118.9200000 119.0200000 0
USDJPY 1 030501 0056 118.9300000 119.0300000 118.9200000 118.9800000 0
USDJPY 1 030501 0057 118.9400000 119.0100000 118.9100000 118.9800000 0
USDJPY 1 030501 0058 118.9400000 119.0500000 118.9200000 119.0000000 0
USDJPY 1 030501 0059 118.9400000 119.0200000 118.9100000 119.0000000 0
USDJPY 1 030501 0100 118.9900000 119.0800000 118.9400000 119.0800000 0
USDJPY 1 030501 0101 118.9800000 119.1000000 118.9600000 119.0400000 0
USDJPY 1 030501 0102 119.0200000 119.1000000 118.9800000 119.0600000 0
USDJPY 1 030501 0103 118.9800000 119.0800000 118.9600000 119.0400000 0
USDJPY 1 030501 0104 118.9600000 119.0800000 118.9300000 119.0000000 0
USDJPY 1 030501 0105 118.9500000 119.0300000 118.9000000 118.9600000 0
USDJPY 1 030501 0106 118.9400000 119.0000000 118.8900000 118.9700000 0
USDJPY 1 030501 0107 118.9200000 118.9900000 118.8800000 118.9500000 0
USDJPY 1 030501 0108 118.8900000 119.0000000 118.8700000 119.0000000 0
USDJPY 1 030501 0109 118.9100000 118.9600000 118.8800000 118.9400000 0
USDJPY 1 030501 0110 118.8900000 118.9900000 118.8900000 118.9400000 0
USDJPY 1 030501 0111 118.8900000 118.9400000 118.8900000 118.9400000 0
USDJPY 1 030501 0112 118.8700000 118.9800000 118.8600000 118.9700000 0
USDJPY 1 030501 0113 118.8900000 118.9800000 118.8600000 118.9800000 0
USDJPY 1 030501 0114 118.8800000 118.9700000 118.8600000 118.9400000 0
USDJPY 1 030501 0115 118.8700000 118.9600000 118.8500000 118.9300000 0
USDJPY 1 030501 0116 118.8700000 118.9700000 118.8500000 118.9700000 0
USDJPY 1 030501 0117 118.9000000 119.0000000 118.8200000 118.9100000 0
USDJPY 1 030501 0118 118.8500000 118.9400000 118.8100000 118.8700000 0
USDJPY 1 030501 0119 118.8400000 118.9000000 118.8200000 118.8800000 0
USDJPY 1 030501 0120 118.8100000 118.9300000 118.8100000 118.9300000 0
USDJPY 1 030501 0121 118.8500000 118.9500000 118.8300000 118.8700000 0
USDJPY 1 030501 0122 118.8400000 118.9200000 118.8200000 118.9000000 0
USDJPY 1 030501 0123 118.8700000 118.9500000 118.8300000 118.9100000 0
USDJPY 1 030501 0124 118.8600000 118.9300000 118.8300000 118.9100000 0
USDJPY 1 030501 0125 118.8500000 118.9400000 118.8400000 118.8900000 0
USDJPY 1 030501 0126 118.8300000 118.9400000 118.8300000 118.9100000 0
USDJPY 1 030501 0127 118.8600000 118.9300000 118.8300000 118.9000000 0
