<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
USDJPY 1 070502 1337 120.1000000 120.1100000 120.0300000 120.0800000 0
USDJPY 1 070502 1338 120.0500000 120.1300000 120.0200000 120.0600000 0
USDJPY 1 070502 1339 120.0500000 120.1000000 119.9900000 120.0700000 0
USDJPY 1 070502 1340 120.0500000 120.1100000 120.0300000 120.0900000 0
USDJPY 1 070502 1341 120.0400000 120.1200000 120.0200000 120.0600000 0
USDJPY 1 070502 1342 120.0500000 120.1300000 119.9800000 120.0700000 0
USDJPY 1 070502 1343 120.0400000 120.1100000 120.0000000 120.0800000 0
USDJPY 1 070502 1344 120.0400000 120.1400000 120.0300000 120.1100000 0
USDJPY 1 070502 1345 120.0800000 120.1500000 120.0400000 120.1000000 0
USDJPY 1 070502 1346 120.0800000 120.1300000 120.0400000 120.0800000 0
USDJPY 1 070502 1347 120.0700000 120.1200000 120.0400000 120.0900000 0
USDJPY 1 070502 1348 120.0700000 120.1500000 120.0500000 120.1200000 0
USDJPY 1 070502 1349 120.0700000 120.1800000 120.0400000 120.1100000 0
USDJPY 1 070502 1350 120.0800000 120.1400000 120.0600000 120.0900000 0
USDJPY 1 070502 1351 120.0600000 120.1400000 120.0400000 120.1100000 0
USDJPY 1 070502 1352 120.0900000 120.1500000 120.0700000 120.1200000 0
USDJPY 1 070502 1353 120.1000000 120.1600000 120.0500000 120.1600000 0
USDJPY 1 070502 1354 120.1100000 120.2000000 120.0500000 120.1400000 0
USDJPY 1 070502 1355 120.1300000 120.2000000 120.0800000 120.1500000 0
USDJPY 1 070502 1356 120.1800000 120.1900000 120.0800000 120.1800000 0
USDJPY 1 070502 1357 120.1500000 120.2200000 120.1200000 120.1900000 0
USDJPY 1 070502 1358 120.1600000 120.2300000 120.1400000 120.2000000 0
USDJPY 1 070502 1359 120.1600000 120.2500000 120.1300000 120.2000000 0
USDJPY 1 070502 1400 120.1800000 120.2300000 120.1500000 120.1900000 0
USDJPY 1 070502 1401 120.1700000 120.2200000 120.1500000 120.2000000 0
USDJPY 1 070502 1402 120.1700000 120.2200000 120.1200000 120.1900000 0
USDJPY 1 070502 1403 120.1700000 120.2200000 120.1500000 120.1800000 0
USDJPY 1 070502 1404 120.1400000 120.2000000 120.1000000 120.1800000 0
USDJPY 1 070502 1405 120.1600000 120.2100000 120.1200000 120.1900000 0
USDJPY 1 070502 1406 120.1300000 120.2000000 120.0800000 120.1600000 0
USDJPY 1 070502 1407 120.1400000 120.2000000 120.1100000 120.1700000 0
