<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
USDJPY 1 030101 0001 118.8000000 118.8000000 118.8000000 118.8000000 0
USDJPY 1 030101 0003 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0004 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0007 118.7500000 118.8000000 118.7500000 118.8000000 0
USDJPY 1 030101 0008 118.7500000 118.7600000 118.7500000 118.7500000 0
USDJPY 1 030101 0010 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0011 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0012 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0014 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0017 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0018 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0019 118.7400000 118.8000000 118.7400000 118.7500000 0
USDJPY 1 030101 0021 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0022 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0024 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0027 118.7500000 118.8100000 118.7500000 118.8100000 0
USDJPY 1 030101 0028 118.7400000 118.8200000 118.7400000 118.7500000 0
USDJPY 1 030101 0029 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0031 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0035 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0036 118.7600000 118.8100000 118.7500000 118.7500000 0
USDJPY 1 030101 0037 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0038 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0042 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0043 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0046 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0048 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0049 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0051 118.7500000 118.7500000 118.7500000 118.7500000 0
USDJPY 1 030101 0052 118.7500000 118.7500000 118.7500000 118.7500000 0
