<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
USDJPY 1 010901 0002 118.7700000 118.7900000 118.7700000 118.7900000 0
USDJPY 1 010901 0004 118.8000000 118.8000000 118.8000000 118.8000000 0
USDJPY 1 010901 0006 118.8400000 118.8500000 118.8400000 118.8500000 0
USDJPY 1 010901 0007 118.8200000 118.8200000 118.8200000 118.8200000 0
USDJPY 1 010901 0009 118.8500000 118.8500000 118.7700000 118.7700000 0
USDJPY 1 010901 0010 118.7800000 118.8000000 118.7800000 118.8000000 0
USDJPY 1 010901 0011 118.7700000 118.7800000 118.7700000 118.7800000 0
USDJPY 1 010901 0013 118.7400000 118.7400000 118.7400000 118.7400000 0
USDJPY 1 010901 0014 118.8400000 118.8400000 118.7900000 118.7900000 0
USDJPY 1 010901 0015 118.7700000 118.8800000 118.7700000 118.8800000 0
USDJPY 1 010901 0016 118.8400000 118.8800000 118.8200000 118.8800000 0
USDJPY 1 010901 0017 118.8200000 118.8300000 118.7800000 118.8200000 0
USDJPY 1 010901 0025 118.8600000 118.8600000 118.8200000 118.8200000 0
USDJPY 1 010901 0026 118.8800000 118.8800000 118.8300000 118.8800000 0
USDJPY 1 010901 0027 118.8800000 118.8900000 118.8200000 118.8200000 0
USDJPY 1 010901 0028 118.8800000 118.8800000 118.8200000 118.8200000 0
USDJPY 1 010901 0030 118.8800000 118.8800000 118.8800000 118.8800000 0
USDJPY 1 010901 0032 118.8800000 118.8800000 118.8800000 118.8800000 0
USDJPY 1 010901 0034 118.8600000 118.8600000 118.8600000 118.8600000 0
USDJPY 1 010901 0035 118.8500000 118.8500000 118.8500000 118.8500000 0
USDJPY 1 010901 0036 118.7700000 118.8000000 118.7700000 118.7700000 0
USDJPY 1 010901 0037 118.7700000 118.7800000 118.7700000 118.7800000 0
USDJPY 1 010901 0039 118.7900000 118.7900000 118.7900000 118.7900000 0
USDJPY 1 010901 0040 118.7800000 118.8000000 118.7300000 118.7300000 0
USDJPY 1 010901 0041 118.7900000 118.7900000 118.7800000 118.7800000 0
USDJPY 1 010901 0042 118.7700000 118.7800000 118.7100000 118.7800000 0
USDJPY 1 010901 0043 118.7700000 118.7900000 118.7700000 118.7900000 0
USDJPY 1 010901 0044 118.7700000 118.7800000 118.7200000 118.7800000 0
USDJPY 1 010901 0045 118.7700000 118.7700000 118.7400000 118.7500000 0
USDJPY 1 010901 0046 118.7600000 118.8200000 118.7400000 118.7400000 0
USDJPY 1 010901 0047 118.7700000 118.7800000 118.7700000 118.7700000 0
USDJPY 1 010901 0048 118.7900000 118.7900000 118.7700000 118.7700000 0
USDJPY 1 010901 0049 118.7800000 118.7800000 118.7700000 118.7700000 0
USDJPY 1 010901 0050 118.7700000 118.7700000 118.7700000 118.7700000 0
USDJPY 1 010901 0052 118.7700000 118.7800000 118.7700000 118.7800000 0
USDJPY 1 010901 0053 118.7700000 118.7700000 118.7600000 118.7600000 0
USDJPY 1 010901 0054 118.7700000 118.7800000 118.7700000 118.7800000 0
