<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
USDJPY 1 020506 1015 127.2800000 127.3000000 127.2800000 127.3000000 0
USDJPY 1 020506 1016 127.3200000 127.3500000 127.2900000 127.3200000 0
USDJPY 1 020506 1017 127.4000000 127.4000000 127.2900000 127.3000000 0
USDJPY 1 020506 1018 127.3400000 127.3400000 127.2900000 127.3000000 0
USDJPY 1 020506 1019 127.3000000 127.3200000 127.2900000 127.2900000 0
USDJPY 1 020506 1020 127.3200000 127.3300000 127.2700000 127.3000000 0
USDJPY 1 020506 1021 127.3200000 127.3400000 127.2600000 127.2600000 0
USDJPY 1 020506 1022 127.3300000 127.3300000 127.2500000 127.2500000 0
USDJPY 1 020506 1023 127.2700000 127.3200000 127.2200000 127.3200000 0
USDJPY 1 020506 1024 127.2500000 127.3200000 127.2500000 127.2600000 0
USDJPY 1 020506 1025 127.2600000 127.3300000 127.2600000 127.3200000 0
USDJPY 1 020506 1026 127.3400000 127.3400000 127.2600000 127.2700000 0
USDJPY 1 020506 1027 127.2800000 127.3400000 127.2800000 127.3000000 0
USDJPY 1 020506 1028 127.3000000 127.3300000 127.3000000 127.3000000 0
USDJPY 1 020506 1029 127.3300000 127.3300000 127.3000000 127.3100000 0
USDJPY 1 020506 1030 127.3200000 127.3300000 127.3200000 127.3300000 0
USDJPY 1 020506 1031 127.3300000 127.3500000 127.2800000 127.2800000 0
USDJPY 1 020506 1032 127.3500000 127.3500000 127.3000000 127.3300000 0
USDJPY 1 020506 1033 127.3200000 127.3200000 127.2700000 127.2900000 0
USDJPY 1 020506 1034 127.3200000 127.3500000 127.2900000 127.3500000 0
USDJPY 1 020506 1035 127.3000000 127.3600000 127.3000000 127.3100000 0
USDJPY 1 020506 1036 127.2900000 127.3300000 127.2900000 127.3300000 0
USDJPY 1 020506 1037 127.3200000 127.4000000 127.3100000 127.3400000 0
USDJPY 1 020506 1038 127.3300000 127.4000000 127.3300000 127.3500000 0
USDJPY 1 020506 1039 127.3300000 127.4200000 127.3000000 127.3500000 0
USDJPY 1 020506 1040 127.3300000 127.4300000 127.3300000 127.4300000 0
USDJPY 1 020506 1041 127.4300000 127.4300000 127.3600000 127.3700000 0
USDJPY 1 020506 1042 127.3700000 127.4300000 127.3000000 127.4000000 0
USDJPY 1 020506 1043 127.3500000 127.3700000 127.3300000 127.3700000 0
USDJPY 1 020506 1044 127.3800000 127.3800000 127.3700000 127.3700000 0
USDJPY 1 020506 1045 127.3500000 127.3500000 127.3500000 127.3500000 0
USDJPY 1 020506 1046 127.3400000 127.4300000 127.3300000 127.4000000 0
USDJPY 1 020506 1047 127.3600000 127.4000000 127.3300000 127.3500000 0
USDJPY 1 020506 1048 127.3300000 127.3400000 127.2900000 127.3300000 0
USDJPY 1 020506 1049 127.3100000 127.3300000 127.3000000 127.3200000 0
USDJPY 1 020506 1050 127.3100000 127.3600000 127.3100000 127.3400000 0
USDJPY 1 020506 1051 127.2900000 127.3800000 127.2900000 127.3300000 0
USDJPY 1 020506 1052 127.3200000 127.3200000 127.3000000 127.3200000 0
USDJPY 1 020506 1053 127.3100000 127.3500000 127.3100000 127.3300000 0
USDJPY 1 020506 1054 127.3400000 127.3600000 127.3200000 127.3500000 0
USDJPY 1 020506 1055 127.3800000 127.3800000 127.3300000 127.3600000 0
USDJPY 1 020506 1056 127.3500000 127.3500000 127.3400000 127.3400000 0
USDJPY 1 020506 1057 127.3400000 127.3900000 127.3300000 127.3500000 0
USDJPY 1 020506 1058 127.3400000 127.3700000 127.3300000 127.3700000 0
USDJPY 1 020506 1059 127.3700000 127.4300000 127.3600000 127.3900000 0
USDJPY 1 020506 1100 127.3800000 127.3900000 127.3500000 127.3500000 0
USDJPY 1 020506 1101 127.3600000 127.4300000 127.3500000 127.4100000 0
